userName,reviews,score,thumbsUpCount,reviewCreatedVersion,at,sentiment,noun,dominant_topic,confidence,dominant_topic_theme
mr eleven,main spin wheel berhenti potongan disc kadang tetap dapetnya coin belanja pakai kupon cashbacknya masuk ngakalin customer begitu,1,78,7.9.5,2021-12-19 20:45:11,Negative,"['spin', 'wheel', 'berhenti', 'disc', 'kadang', 'dapetnya', 'coin', 'belanja', 'pakai', 'kupon', 'cashbacknya', 'masuk', 'ngakalin', 'customer']",0,0.04752158010126013,barang
Irkham Akbar,aplikasi bego kode verifikasi dikirim telat bagaimana tarik saldo begitu cat,1,4,8.3.0,2021-12-19 19:38:50,Negative,"['aplikasi', 'bego', 'kode', 'verifikasi', 'tarik', 'saldo', 'cat']",3,0.12182469668692507,pembayaran
freefire Rindut,mending,1,0,missing,2021-12-19 19:18:47,Negative,['mending'],5,0.9090388830260072,ongkir
Point Hunter,paylater tolak auto uninstall,1,0,8.3.0,2021-12-19 18:58:34,Negative,"['paylater', 'auto', 'uninstall']",3,0.42999743631936876,pembayaran
Wagino Jambi,instal aplikasinya,1,0,missing,2021-12-19 18:52:12,Negative,['aplikasinya'],7,0.9090772439185549,app performance
Elsa Nurul,butet,1,0,missing,2021-12-19 14:30:13,Negative,['butet'],6,0.9090909041758,akun
ono ono,tolong sistem tingkat masak beku suruh update kestabilan mending update stabil service barang susah belanja lemot olshop saingan harga sistem,2,0,missing,2021-12-19 14:18:24,Negative,"['sistem', 'tingkat', 'masak', 'beku', 'suruh', 'kestabilan', 'mending', 'stabil', 'service', 'barang', 'belanja', 'lemot', 'olshop', 'harga', 'sistem']",9,0.32112720065827066,error
Rohmah Sari,kejelasan payleter nonaktifkan,2,0,8.3.0,2021-12-19 13:32:25,Negative,"['payleter', 'nonaktifkan']",5,0.9523805953384241,ongkir
Anas M,update lemot dicoba berkali,2,0,8.2.1,2021-12-19 13:09:36,Negative,"['lemot', 'dicoba', 'berkali']",6,0.24697323122355597,akun
Muhammad Nur,lemot aplikasi,1,0,8.3.0,2021-12-19 10:36:17,Negative,"['lemot', 'aplikasi']",9,0.9523608861096271,error
muhammad handika hafizh,setingan game spin hadiah reward poin hadiah saran bodoh orang permainan spin iming hadiah telepon genggam,1,0,missing,2021-12-19 01:19:41,Negative,"['game', 'spin', 'hadiah', 'saran', 'bodoh', 'orang', 'permainan', 'spin', 'iming', 'telepon', 'genggam']",1,0.08028129221784004,kredit
Riko Fernando,payah daftar memasuki email salah email memasuki aduh,2,0,8.3.0,2021-12-19 00:51:52,Negative,"['payah', 'daftar', 'memasuki', 'email', 'salah', 'email', 'memasuki', 'aduh']",6,0.987651946660764,akun
arif khurniawan,freeze aplikasi smoot nyaman pakenya tolong perbaiki redmi note halo freeze belum perbaiki,1,29,8.3.0,2021-12-19 00:28:30,Negative,"['freeze', 'aplikasi', 'smoot', 'pakenya', 'perbaiki', 'redmi', 'note', 'halo', 'freeze', 'perbaiki']",2,0.9900928745181087,pencarian
Irul Irul,tolong kerja hapus paket seminggu status bergerak,1,0,8.3.0,2021-12-18 23:03:08,Negative,"['kerja', 'hapus', 'paket', 'seminggu', 'status', 'bergerak']",4,0.6390110224076576,order
Dapoer Q Dapoer Kecipir,menanggapi customernya berbelit berkelit alibinya sudah begitu tindak let enggak responsif mundurin urusan orang menangani,1,79,8.3.0,2021-12-18 22:53:21,Negative,"['menanggapi', 'customernya', 'berbelit', 'berkelit', 'alibinya', 'tindak', 'let', 'orang', 'menangani']",4,0.6282853656091874,order
Maulana Yusuf,fitur batalkan user salah pilih barang dibatalkan chat membantu saran fitur batalkan,1,16,8.3.0,2021-12-18 20:11:58,Negative,"['fitur', 'batalkan', 'user', 'salah', 'pilih', 'barang', 'dibatalkan', 'chat', 'membantu', 'saran', 'fitur', 'batalkan']",4,0.9917322431888014,order
paeidjo tok,penjual pembeli pelayan batalin pesan menunggu pesan chip kemarin masuk bantu batalin pesan pelayan,1,0,missing,2021-12-18 17:43:40,Negative,"['pembeli', 'pelayan', 'batalin', 'menunggu', 'chip', 'kemarin', 'masuk', 'bantu', 'batalin', 'pesan', 'pelayan']",0,0.14869308680756962,barang
laomi Rush,dear tim order delivery order grab sameday masak suruh menunggu terus dibatalkan dipersulit merchant refundnya diganti kupon masak duit disandera,2,46,missing,2021-12-18 16:53:08,Negative,"['tim', 'order', 'delivery', 'order', 'grab', 'sameday', 'masak', 'menunggu', 'dibatalkan', 'dipersulit', 'merchant', 'refundnya', 'diganti', 'kupon', 'masak', 'duit', 'disandera']",4,0.9941490382925066,order
Arum Cahya,unduh aplikasi enggak bisa buka tampilan ganti,1,1,8.3.0,2021-12-18 14:21:22,Negative,"['aplikasi', 'buka', 'tampilan', 'ganti']",9,0.27643376948305803,error
andrean sulton,iqmo,1,0,missing,2021-12-18 13:56:47,Negative,['iqmo'],5,0.9090909039044879,ongkir
Rozak Kamil,rubah bintangnya pakai saldo blipay,1,0,8.3.0,2021-12-18 13:13:28,Negative,"['rubah', 'bintangnya', 'pakai', 'saldo', 'blipay']",3,0.7245552044539454,pembayaran
Harami Suton,sesuai slogan,1,0,8.3.0,2021-12-18 12:56:00,Negative,"['sesuai', 'slogan']",2,0.05231589866941968,pencarian
yunih yusita,pelayan pesan barang sudah uninstall,1,0,8.3.0,2021-12-18 11:43:09,Negative,"['pesan', 'barang', 'uninstall']",0,0.4762224491182453,barang
Abdul Sidik,program spin wheel game kecepatan putaran hadiah seting sulit hadiah utama hadiah mencoba belasan strategi kecepatan putaran berbeda hadiah rewardnya aneh reward points dapatkan banyak hadiah hasil,1,0,missing,2021-12-18 10:17:44,Negative,"['program', 'spin', 'wheel', 'game', 'kecepatan', 'putaran', 'hadiah', 'seting', 'hadiah', 'utama', 'hadiah', 'mencoba', 'kecepatan', 'putaran', 'berbeda', 'hadiah', 'rewardnya', 'points', 'hasil']",1,0.512721019040334,kredit
mas idris,dahlah,1,0,8.3.0,2021-12-18 09:32:29,Negative,['dahlah'],6,0.9090909041758,akun
Diary Gadget,layan pelanggan membantu pelanggan dichat doang,1,1,8.3.0,2021-12-18 00:54:01,Negative,"['pelanggan', 'membantu', 'pelanggan', 'dichat', 'doang']",2,0.9803800004666354,pencarian
Rifa Anshory,gara main spin kasih bintang main berhenti reward point lucu saran kayak merchant mengadakan permainan masuk akal kayak begitu merchant berbeda,1,0,missing,2021-12-17 22:26:32,Negative,"['gara', 'spin', 'kasih', 'bintang', 'point', 'lucu', 'saran', 'merchant', 'mengadakan', 'permainan', 'masuk', 'akal', 'merchant', 'berbeda']",9,0.2520990655626347,error
Afifa Zaina,kapok beli disini,1,0,8.3.0,2021-12-17 22:06:12,Negative,"['kapok', 'beli']",4,0.9523586346028029,order
gozali anas,sebal customer chat solusi berputar sesuai diharapkan bantuan kesal,1,3,8.3.0,2021-12-17 20:49:08,Negative,"['customer', 'chat', 'solusi', 'berputar', 'sesuai', 'bantuan', 'kesal']",4,0.698530438196534,order
Jocko Purnomo,setia transaksi kendala beli pulsa kupon potongan pulsa alasan mencapai limit transaksi kupon potongan pulsa penukaran poin reward terkumpul transaksi lakukan hasil kecurangan,1,68,8.3.0,2021-12-17 18:28:07,Negative,"['setia', 'transaksi', 'kendala', 'beli', 'pulsa', 'kupon', 'mencapai', 'limit', 'transaksi', 'kupon', 'pulsa', 'penukaran', 'reward', 'terkumpul', 'transaksi', 'hasil', 'kecurangan']",3,0.3785190432014671,pembayaran
Ros Miyati,tolong bantu tolong pengguna pembayaran pilihan kartu kredit berlaku cilan,2,50,8.3.0,2021-12-17 18:15:16,Negative,"['bantu', 'pengguna', 'pembayaran', 'pilihan', 'kredit', 'berlaku', 'cilan']",1,0.9859129482449547,kredit
muhamadAbdul _,pelayan,1,0,8.3.0,2021-12-17 17:43:07,Negative,['pelayan'],0,0.9090741672504645,barang
ANDI_ ARDIKA_PUTRA,beli pulsa diproses menunggu status pesan berhasil pulsanya masuk aduh sudah berhasil,1,0,8.3.0,2021-12-17 17:26:43,Negative,"['pulsa', 'diproses', 'menunggu', 'status', 'berhasil', 'pulsanya', 'masuk', 'aduh', 'berhasil']",3,0.3374211601188908,pembayaran
Rubes Vianto,sudah bayar lancar paylater aktifkan bangkrut bagaimana terima kasih pelayan,2,0,8.3.0,2021-12-17 14:42:49,Negative,"['bayar', 'lancar', 'paylater', 'bangkrut', 'terima', 'kasih', 'pelayan']",9,0.3111110940072692,error
kepin alpiansah,komentar kagak unduh,1,0,missing,2021-12-17 12:28:21,Negative,"['komentar', 'kagak', 'unduh']",4,0.10811462359989685,order
Zealous - Keviin,bayar tagihan badan penyelenggara jaminan sosial sudah pakai kupon kupon cashback pembayaran cashback aplikasi recommended banget kayak tokopedia bayar tagihan cashback,1,0,missing,2021-12-17 07:29:29,Negative,"['bayar', 'tagihan', 'badan', 'penyelenggara', 'jaminan', 'pakai', 'kupon', 'kupon', 'cashback', 'pembayaran', 'cashback', 'aplikasi', 'recommended', 'bayar', 'tagihan', 'cashback']",3,0.993788174136131,pembayaran
Ilham Syaifur Ridho,aplikasi ngebug terus antrean cape deh,1,0,8.3.0,2021-12-17 05:28:28,Negative,"['aplikasi', 'cape']",8,0.9523558227628426,iklan
yuni ervi,belanja,2,0,8.3.0,2021-12-17 04:12:42,Negative,['belanja'],3,0.9090381693247619,pembayaran
ruca ruca sport fishing,bagaimana belanja buka aplikasi susah,2,0,missing,2021-12-17 02:47:24,Negative,"['belanja', 'buka', 'aplikasi', 'susah']",9,0.9756017684459044,error
Yulia Ana,aplikasi lemot update smooth kayak buka game butuh ponsel chipset snapdragon perhitungan gratis ongkos kirim toko gratis ongkirnya indonesia benar free ongkos kirim berbelanja kayak rekomended,1,0,missing,2021-12-17 02:01:26,Negative,"['aplikasi', 'lemot', 'game', 'butuh', 'ponsel', 'chipset', 'snapdragon', 'perhitungan', 'gratis', 'ongkos', 'kirim', 'gratis', 'ongkirnya', 'indonesia', 'ongkos', 'kirim', 'berbelanja', 'rekomended']",5,0.2729106845253737,ongkir
Jimi Supriatna Jimy Supriatna,belanja barang belum diterima status selesai tol,1,0,8.3.0,2021-12-17 01:45:59,Negative,"['belanja', 'barang', 'diterima', 'status', 'selesai', 'tol']",4,0.7827156016199476,order
Habibah Azzikra,payah shopee simtemnya benar payah byar pakai paylater brang sudah jatuh tempo bayar bukan uang shopee barang masuk paylater psen sudah utang tagih akhirat,1,1,8.1.0,2021-12-16 22:04:48,Negative,"['payah', 'shopee', 'simtemnya', 'payah', 'byar', 'pakai', 'paylater', 'brang', 'jatuh', 'tempo', 'bayar', 'shopee', 'barang', 'masuk', 'paylater', 'psen', 'tagih', 'akhirat']",3,0.7819417862981927,pembayaran
Babo Bobo,unduh buka laris aplikasinya sombong berguna ngabisin kuota hapus,1,6,8.3.0,2021-12-16 21:26:06,Negative,"['buka', 'laris', 'aplikasinya', 'berguna', 'ngabisin', 'kuota', 'hapus']",8,0.2606790880127264,iklan
Gustomi1690,capek berebut belu sepatu giliran batas estimasi habis barang kunjung kirim chat seller respon chat susahnya ampun lemot,1,11,8.3.0,2021-12-16 19:15:57,Negative,"['capek', 'berebut', 'belu', 'sepatu', 'giliran', 'batas', 'estimasi', 'habis', 'barang', 'kunjung', 'chat', 'seller', 'respon', 'chat', 'susahnya', 'ampun', 'lemot']",4,0.7608694079534599,order
don kin,give away kupon belanja memesan barang dikasih barang kosong bertanya mungkin toko bodoh recomend place market sudah shopee,1,34,8.3.0,2021-12-16 17:31:44,Negative,"['memesan', 'barang', 'dikasih', 'barang', 'toko', 'bodoh', 'recomend', 'place', 'market', 'shopee']",4,0.9085517654035481,order
Muhamad safii adi prakoso,pesan pesan roses,1,0,8.3.0,2021-12-16 12:48:06,Negative,"['pesan', 'roses']",9,0.007822147557777197,error
Heri Yanto,sudah gal top up refunnya,1,0,8.3.0,2021-12-16 12:45:07,Negative,"['top', 'refunnya']",9,0.9523809504895867,error
Pegy Tri Hadiarji,fitur cancel pesan salah,1,3,8.3.0,2021-12-16 11:15:58,Negative,"['cancel', 'pesan', 'salah']",0,0.9677344167855517,barang
syamsuri syamri,harganya barang masuk akal lipat toko,1,1,8.3.0,2021-12-16 07:27:03,Negative,"['harganya', 'barang', 'masuk', 'akal', 'lipat', 'toko']",5,0.69935680789901,ongkir
Newbie Gamers,aplikasi belanja pantas terkenal kalah saing daftar dengan alasan nomor email salah sudah benar loading sinyal buka aplikasi bagaimana menyaingi oren server terkesan belanja,1,1,missing,2021-12-16 06:54:02,Negative,"['aplikasi', 'belanja', 'kalah', 'saing', 'daftar', 'nomor', 'email', 'salah', 'loading', 'buka', 'aplikasi', 'menyaingi', 'oren', 'belanja']",9,0.4884637946250527,error
Primandha Fadmila Fabiyanti,tampilan tolong barang tersedia dipajang flash sale beli menunggu refund rugi saldo blipay enggak bisa convert gopay pakai begini bingung tingkatkan,2,126,8.3.0,2021-12-16 05:35:18,Negative,"['tampilan', 'barang', 'tersedia', 'dipajang', 'sale', 'beli', 'menunggu', 'refund', 'rugi', 'saldo', 'blipay', 'convert', 'gopay', 'pakai', 'bingung', 'tingkatkan']",3,0.547114796599856,pembayaran
Samsung A10s,aplikasi ongkos kirim mahal barang jual mahal pok aplikasi sungguh says lebih baggus lasada ongkos kirim murah brang mura,1,0,missing,2021-12-15 22:51:59,Negative,"['aplikasi', 'barang', 'mahal', 'pok', 'aplikasi', 'sungguh', 'says', 'lasada', 'ongkos', 'murah', 'brang', 'mura']",3,0.4928231513031221,pembayaran
Cipu Amelia,dptin cashback refund dana menunggu kerja ampun begini pelanggan kabur hilang kepercayaan olshop refund masuk danya illfill transaksi,1,0,missing,2021-12-15 21:59:42,Negative,"['dptin', 'cashback', 'refund', 'dana', 'kerja', 'ampun', 'kabur', 'hilang', 'kepercayaan', 'olshop', 'refund', 'masuk', 'danya', 'illfill', 'transaksi']",3,0.9933765575489963,pembayaran
Tukang Ojek,gampang instal aplikasi bayar cilan hapus begitu barangnya mahal selisih shopee sampai ratusan ribu,1,0,7.9.5,2021-12-15 17:59:25,Negative,"['gampang', 'aplikasi', 'bayar', 'cilan', 'hapus', 'barangnya', 'mahal', 'selisih', 'shopee', 'ratusan', 'ribu']",3,0.5749552041944735,pembayaran
Tuthie Kaelho,lemot,1,0,8.3.0,2021-12-15 17:35:56,Negative,['lemot'],9,0.9090909090812274,error
Ahmad Sukron,kehilangan cashback pelanggan,1,0,8.2.1,2021-12-15 16:54:15,Negative,"['cashback', 'pelanggan']",0,0.9523466298262164,barang
Irwansyah Afandi,uang berhasil saldo tidak masuk,1,0,missing,2021-12-15 16:30:02,Negative,"['berhasil', 'saldo', 'masuk']",3,0.9677173298317938,pembayaran
Ch Tama,fitur pembatalan seller slowrespon banget chat dibalas fitur pembatalan beli seller,2,0,missing,2021-12-15 16:11:59,Negative,"['fitur', 'pembatalan', 'seller', 'slowrespon', 'chat', 'dibalas', 'fitur', 'pembatalan', 'beli', 'seller']",4,0.9900974303178198,order
Taty Nuryati,orang belanja pakai instan dibilang transaksi dicurigai giliran pakai normal setahun paket auto uninstall,1,0,8.3.0,2021-12-15 14:19:05,Negative,"['orang', 'belanja', 'pakai', 'instan', 'dibilang', 'transaksi', 'dicurigai', 'giliran', 'setahun', 'paket', 'auto', 'uninstall']",3,0.2691940105545134,pembayaran
Dhini Indriani,kasih bintang mohon perbaiki bayar tagihan limit paylaternya terima kasih,2,2,8.3.0,2021-12-15 13:56:18,Negative,"['kasih', 'bintang', 'mohon', 'perbaiki', 'bayar', 'tagihan', 'limit', 'paylaternya', 'terima', 'kasih']",9,0.6480471871422147,error
Dini Choiri,cashback batalkan,1,0,missing,2021-12-15 13:50:34,Negative,"['cashback', 'batalkan']",3,0.9523738518213472,pembayaran
Solikul Khoir,sesuai,1,0,8.3.0,2021-12-15 12:45:33,Negative,['sesuai'],0,0.9090814740170795,barang
Ahmad Khadapi Mulya,kapok belanja dapat seller slow proses pengemasan orderan cancel,1,0,8.3.0,2021-12-15 11:52:59,Negative,"['kapok', 'belanja', 'seller', 'proses', 'orderan', 'cancel']",4,0.9835985842430571,order
ade indra wahyudi,unduh belanja kayak paket kirim belanja official pembatalan alasan yamg belanja tokopedia shopee zalora,1,0,8.1.5,2021-12-15 11:52:26,Negative,"['belanja', 'paket', 'kirim', 'pembatalan', 'yamg', 'belanja', 'tokopedia', 'shopee', 'zalora']",3,0.2084782305827772,pembayaran
Muhammad Andryan,uninstall aplikasi paylater enggak,1,0,missing,2021-12-15 11:05:01,Negative,"['aplikasi', 'paylater']",1,0.0028288486940907316,kredit
adis setiawan,respon customer care nilai email direspon ditelepon robot live chat antre chat keputus uaong antre ganti njelaskan ulang pengagguran,1,0,missing,2021-12-15 10:23:57,Negative,"['respon', 'customer', 'care', 'email', 'direspon', 'ditelepon', 'robot', 'chat', 'antre', 'chat', 'ganti', 'njelaskan', 'ulang', 'pengagguran']",4,0.8865175944067932,order
Heru belakang,└｜゜ε゜e ￣ω￣ヘ,1,0,8.3.0,2021-12-15 09:12:23,Negative,"['└｜゜ε゜e', '￣ω￣ヘ']",5,0.9523809505500823,ongkir
Sheila Febrina Dalimunthe,susah batalin pesan sudah dibatalkan kuponnya susah bnaget dipakai barang yaelah,1,0,8.2.1,2021-12-15 09:06:51,Negative,"['susah', 'batalin', 'kuponnya', 'susah', 'bnaget', 'dipakai', 'barang', 'yaelah']",3,0.9006798200435572,pembayaran
Yoga Bayu,paok sudah pesan ditunggu dibatalkan bayar pakai dana tik makan uangnya telen²,1,1,8.3.0,2021-12-15 09:00:51,Negative,"['paok', 'ditunggu', 'dibatalkan', 'bayar', 'pakai', 'dana', 'tik', 'telen²']",3,0.4727240340582958,pembayaran
Rialdi Syahputra,aplikasinya error chat penjual terus respon csnya aplikasi kayak begini leeat,1,0,8.3.0,2021-12-15 08:51:41,Negative,"['error', 'chat', 'respon', 'csnya', 'aplikasi', 'leeat']",4,0.4876687618437479,order
deddy hermawan,refunds bentuk kupon belanja sudah,1,0,missing,2021-12-15 00:32:10,Negative,"['refunds', 'bentuk', 'kupon', 'belanja']",3,0.4171450324913134,pembayaran
Muhammad Zaelani,pesan minyak dibatalkan alasan salah harga kompensasi gara mengejar munyak kehilangan shopee sudah gal minyak gal shoope sebanding kerugian belajar dong tokopedia kompensasi minimal lucu belinya official surabaya dibatalkan pesan kesan,1,26,8.3.0,2021-12-14 22:52:51,Negative,"['minyak', 'dibatalkan', 'salah', 'harga', 'kompensasi', 'gara', 'mengejar', 'munyak', 'kehilangan', 'minyak', 'shoope', 'sebanding', 'belajar', 'tokopedia', 'kompensasi', 'lucu', 'belinya', 'official', 'surabaya', 'kesan']",7,0.7742116411609375,app performance
arviani ifansyah,pesan seminggu proses tanya penjual alasan kosong inisiatip konfirmasi diamkan penjual chat blibi respon cancel,1,90,8.3.0,2021-12-14 21:24:44,Negative,"['seminggu', 'proses', 'inisiatip', 'konfirmasi', 'chat', 'blibi', 'respon', 'cancel']",4,0.7660923511886147,order
Hj Rosdiana,aplikasi belanja ribet bayar pakai mobile banking kena charge parah shopee pantas saja enggak terkenal aplikasi enggak rekomendasi pilihannya enggak install check ribet sudah uninstall,1,0,missing,2021-12-14 20:14:12,Negative,"['aplikasi', 'belanja', 'ribet', 'bayar', 'pakai', 'banking', 'charge', 'parah', 'aplikasi', 'rekomendasi', 'pilihannya', 'install', 'check', 'ribet', 'uninstall']",3,0.9164109790372955,pembayaran
Muhamad Fadjar Siddiq,saldo ditahan wallet dibekukan jualan modal,1,1,8.3.0,2021-12-14 19:01:02,Negative,"['saldo', 'ditahan', 'wallet', 'dibekukan', 'jualan', 'modal']",3,0.7342384769786832,pembayaran
Subadah Inyonk,aplikasi nih ribet,1,0,8.3.0,2021-12-14 18:29:25,Negative,"['aplikasi', 'ribet']",3,0.25942816809444474,pembayaran
Raymond Christopher,aplikasi barangnya ready cancel prosedurnya ribetnya mati,1,1,8.3.0,2021-12-14 17:32:00,Negative,"['aplikasi', 'barangnya', 'cancel', 'prosedurnya', 'ribetnya', 'mati']",4,0.9835892750279496,order
Erna Wati,tolong data karena pengajuan tolak salah data sebar,1,0,missing,2021-12-14 15:12:00,Negative,"['data', 'pengajuan', 'tolak', 'data', 'sebar']",1,0.6758551636691542,kredit
Mega Satriawati,buka aplikasi menit manteng lemot ujung close padahal upgrade belanja enak khus sembako pengiriman cepat sayang sistemnya enggak manteng tolong diperbaiki customer puas order,1,356,8.3.0,2021-12-14 14:00:59,Negative,"['buka', 'aplikasi', 'menit', 'manteng', 'lemot', 'ujung', 'belanja', 'enak', 'khus', 'pengiriman', 'cepat', 'sayang', 'sistemnya', 'manteng', 'diperbaiki', 'customer', 'puas', 'order']",9,0.6155340301373464,error
M rezki,mengganggu lacak,1,0,missing,2021-12-14 12:04:09,Negative,"['mengganggu', 'lacak']",8,0.00023290750622436348,iklan
Bunda Lusi,harganya ongkos kirim,1,0,3.1.1,2021-12-14 08:00:02,Negative,"['harganya', 'ongkos', 'kirim']",5,0.9677415044389277,ongkir
putra Robby,menyesal pakai aplikasi seller batalin pembelian tungguin seminggu taunya batal refund saldo proses,1,0,missing,2021-12-14 07:51:56,Negative,"['menyesal', 'pakai', 'seller', 'batalin', 'tungguin', 'seminggu', 'taunya', 'refund', 'saldo', 'proses']",3,0.990093034393864,pembayaran
ken ken,paylater beli paylater daftarkan daftar tentukan barang beli pulsa pakai paylater gunanya daftar paylater dipakai tolong data disalah bertanggung paylater,1,0,missing,2021-12-13 18:20:00,Negative,"['paylater', 'beli', 'paylater', 'daftarkan', 'daftar', 'tentukan', 'barang', 'pulsa', 'pakai', 'paylater', 'gunanya', 'daftar', 'paylater', 'dipakai', 'data', 'disalah', 'bertanggung', 'paylater']",1,0.03959901404394534,kredit
